,name,api_name,physical_processor,arch,region,price_per_hour_reserved,price_per_hour_ondemand,vcpu,memory_gib,storage_gib
649,M1 General Purpose Small,m1.small,Intel Xeon Family,32/64-bit,us-west-1,0.047,0.034,1,1.7,160
650,A1 Extra Large,a1.xlarge,AWS Graviton Processor,64-bit,us-west-1,0.0,0.0,4,8.0,0
651,Z1D 6xlarge,z1d.6xlarge,Intel Xeon Platinum 8151,64-bit,us-west-1,2.532,1.624,24,192.0,900
652,R5D Quadruple Extra Large,r5d.4xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,1.296,0.828,16,128.0,600
653,M5DN Metal,m5dn.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,96,384.0,0
654,R5A 16xlarge,r5a.16xlarge,AMD EPYC 7571,64-bit,us-west-1,4.032,2.553,64,512.0,0
655,M5N Large,m5n.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,2,8.0,0
656,M5DN Eight Extra Large,m5dn.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,32,128.0,1200
657,General Purpose GPU Extra Large,p2.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,0.0,0.0,4,61.0,0
658,C3 High-CPU Quadruple Extra Large,c3.4xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,us-west-1,0.956,0.72,16,30.0,320
659,R4 High-Memory Quadruple Extra Large,r4.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,1.1856,0.7476,16,122.0,0
660,R5A Extra Large,r5a.xlarge,AMD EPYC 7571,64-bit,us-west-1,0.252,0.16,4,32.0,0
661,M5N Quadruple Extra Large,m5n.4xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,16,64.0,0
662,H1 Double Extra Large,h1.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,0.0,0.0,8,32.0,2000
663,M5AD 24xlarge,m5ad.24xlarge,AMD EPYC 7571,64-bit,us-west-1,5.856,4.34,96,384.0,3600
664,F1 Quadruple Extra Large,f1.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,3.826,0.0,16,244.0,940
665,I3EN Extra Large,i3en.xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,0.5,0.341,4,32.0,2500
666,R5A 12xlarge,r5a.12xlarge,AMD EPYC 7571,64-bit,us-west-1,3.024,1.915,48,384.0,0
667,R5AD 24xlarge,r5ad.24xlarge,AMD EPYC 7571,64-bit,us-west-1,7.104,4.54,96,768.0,3600
668,G2 Double Extra Large,g2.2xlarge,Intel Xeon E5-2670 (Sandy Bridge),64-bit,us-west-1,0.702,0.514,8,15.0,60
669,C4 High-CPU Double Extra Large,c4.2xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,us-west-1,0.498,0.34,8,15.0,0
670,X1E Eight Extra Large,x1e.8xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,us-west-1,0.0,0.0,32,976.0,960
671,R5DN Large,r5dn.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,2,16.0,75
672,R5DN 12xlarge,r5dn.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,48,384.0,1800
673,R5N Quadruple Extra Large,r5n.4xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,16,128.0,0
674,H1 16xlarge,h1.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,0.0,0.0,64,256.0,16000
675,Z1D Extra Large,z1d.xlarge,Intel Xeon Platinum 8151,64-bit,us-west-1,0.422,0.271,4,32.0,150
676,R5DN Quadruple Extra Large,r5dn.4xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,16,128.0,600
677,R5D Eight Extra Large,r5d.8xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,2.592,1.656,32,256.0,1200
678,T3 Double Extra Large,t3.2xlarge,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,us-west-1,0.3968,0.2917,8                                                   for a                 9h 36m                 burst,32.0,0
679,G3 Eight Extra Large,g3.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,3.068,2.14,32,244.0,0
680,I3 High I/O Metal,i3.metal,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,5.504,3.763,72,512.0,15200
681,M4 General Purpose Double Extra Large,m4.2xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,us-west-1,0.468,0.3402,8,32.0,0
682,Z1D Metal,z1d.metal,Intel Xeon Platinum 8151,64-bit,us-west-1,5.064,3.249,48,384.0,1800
683,G4DN 12xlarge,g4dn.12xlarge,Intel Xeon Family,64-bit,us-west-1,4.694,3.303,48,192.0,900
684,R5AD Large,r5ad.large,AMD EPYC 7571,64-bit,us-west-1,0.148,0.095,2,16.0,75
685,R5 Quadruple Extra Large,r5.4xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,1.12,0.706,16,128.0,0
686,R5D Double Extra Large,r5d.2xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,0.648,0.414,8,64.0,300
687,R5 Large,r5.large,Intel Xeon Platinum 8175,64-bit,us-west-1,0.14,0.088,2,16.0,0
688,I3 High I/O Large,i3.large,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,0.172,0.118,2,15.25,475
689,Z1D Large,z1d.large,Intel Xeon Platinum 8151,64-bit,us-west-1,0.211,0.135,2,16.0,75
690,I3 High I/O 16xlarge,i3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,5.504,3.763,64,488.0,15200
691,M5AD 12xlarge,m5ad.12xlarge,AMD EPYC 7571,64-bit,us-west-1,2.928,2.17,48,192.0,1800
692,I3EN Large,i3en.large,Intel Xeon Platinum 8175,64-bit,us-west-1,0.25,0.171,2,16.0,1250
693,C5N Metal,c5n.metal,Intel Xeon Platinum 8124M,64-bit,us-west-1,4.86,3.327,72,192.0,0
694,I2 Quadruple Extra Large,i2.4xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,us-west-1,3.751,2.06,16,122.0,3200
695,M5DN Double Extra Large,m5dn.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,8,32.0,300
696,R5 Extra Large,r5.xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,0.28,0.176,4,32.0,0
697,I3 High I/O Double Extra Large,i3.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,0.688,0.47,8,61.0,1900
698,G4DN Extra Large,g4dn.xlarge,Intel Xeon Family,64-bit,us-west-1,0.631,0.444,4,16.0,125
699,R5D Large,r5d.large,Intel Xeon Platinum 8175,64-bit,us-west-1,0.162,0.104,2,16.0,75
700,G3 Quadruple Extra Large,g3.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,1.534,1.07,16,122.0,0
701,R5DN 24xlarge,r5dn.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,96,768.0,3600
702,R5D 12xlarge,r5d.12xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,3.888,2.485,48,384.0,1800
703,R5DN Double Extra Large,r5dn.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,8,64.0,300
704,G2 Eight Extra Large,g2.8xlarge,Intel Xeon E5-2670 (Sandy Bridge),64-bit,us-west-1,2.808,2.056,32,60.0,240
705,I3 High I/O Quadruple Extra Large,i3.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,1.376,0.941,16,122.0,3800
706,T3A Small,t3a.small,AMD EPYC 7571,64-bit,us-west-1,0.0223,0.0164,2                                                   for a                 4h 48m                 burst,2.0,0
707,R3 High-Memory Quadruple Extra Large,r3.4xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,us-west-1,1.482,1.087,16,122.0,320
708,M1 General Purpose Large,m1.large,Intel Xeon Family,64-bit,us-west-1,0.19,0.136,2,7.5,840
709,M2 High Memory Quadruple Extra Large,m2.4xlarge,Intel Xeon Family,64-bit,us-west-1,1.1,0.536,8,68.4,1680
710,R3 High-Memory Eight Extra Large,r3.8xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,us-west-1,2.964,2.174,32,244.0,640
711,P3 Eight Extra Large,p3.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,0.0,0.0,32,244.0,0
712,M2 High Memory Extra Large,m2.xlarge,Intel Xeon Family,64-bit,us-west-1,0.275,0.134,2,17.1,420
713,C1 High-CPU Medium,c1.medium,Intel Xeon Family,32/64-bit,us-west-1,0.148,0.111,2,1.7,350
714,Cluster Compute Eight Extra Large,cc2.8xlarge,Intel Xeon E5-2670,64-bit,us-west-1,0.0,0.0,32,60.5,3360
715,T3A Double Extra Large,t3a.2xlarge,AMD EPYC 7571,64-bit,us-west-1,0.3571,0.2625,8                                                   for a                 9h 36m                 burst,32.0,0
716,C1 High-CPU Extra Large,c1.xlarge,Intel Xeon Family,64-bit,us-west-1,0.592,0.444,8,7.0,1680
717,R5D 16xlarge,r5d.16xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,5.184,3.313,64,512.0,2400
718,G4DN Double Extra Large,g4dn.2xlarge,Intel Xeon Family,64-bit,us-west-1,0.902,0.635,8,32.0,225
719,M2 High Memory Double Extra Large,m2.2xlarge,Intel Xeon Family,64-bit,us-west-1,0.55,0.268,4,34.2,850
720,R5AD Quadruple Extra Large,r5ad.4xlarge,AMD EPYC 7571,64-bit,us-west-1,1.184,0.757,16,128.0,600
721,T3A Nano,t3a.nano,AMD EPYC 7571,64-bit,us-west-1,0.0056,0.0041,2                                                   for a                 1h 12m                 burst,0.5,0
722,M5N Metal,m5n.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,96,384.0,0
723,R5AD 12xlarge,r5ad.12xlarge,AMD EPYC 7571,64-bit,us-west-1,3.552,2.27,48,384.0,1800
724,M5A Large,m5a.large,AMD EPYC 7571,64-bit,us-west-1,0.101,0.076,2,8.0,0
725,I3 High I/O Eight Extra Large,i3.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,2.752,1.882,32,244.0,7600
726,High Memory Cluster Eight Extra Large,cr1.8xlarge,Intel Xeon E5-2670,64-bit,us-west-1,0.0,0.0,32,244.0,240
727,M5N Eight Extra Large,m5n.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,32,128.0,0
728,M5A 24xlarge,m5a.24xlarge,AMD EPYC 7571,64-bit,us-west-1,4.848,3.635,96,384.0,0
729,G4DN Metal,g4dn.metal,Intel Xeon Family,64-bit,us-west-1,0.0,0.0,96,384.0,0
730,C4 High-CPU Quadruple Extra Large,c4.4xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,us-west-1,0.997,0.68,16,30.0,0
731,T3 Small,t3.small,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,us-west-1,0.0248,0.0182,2                                                   for a                 4h 48m                 burst,2.0,0
732,F1 16xlarge,f1.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,15.304,0.0,64,976.0,3760
733,T3 Micro,t3.micro,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,us-west-1,0.0124,0.0091,2                                                   for a                 2h 24m                 burst,1.0,0
734,T3 Large,t3.large,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,us-west-1,0.0992,0.0729,2                                                   for a                 7h 12m                 burst,8.0,0
735,T3A Micro,t3a.micro,AMD EPYC 7571,64-bit,us-west-1,0.0112,0.0082,2                                                   for a                 2h 24m                 burst,1.0,0
736,G3S Extra Large,g3s.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,1.009,0.0,4,30.5,0
737,A1 Quadruple Extra Large,a1.4xlarge,AWS Graviton Processor,64-bit,us-west-1,0.0,0.0,16,32.0,0
738,F1 Double Extra Large,f1.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,us-west-1,1.913,0.0,8,122.0,470
739,A1 Medium,a1.medium,AWS Graviton Processor,64-bit,us-west-1,0.0,0.0,1,2.0,0
740,T2 Medium,t2.medium,Intel Xeon Family,32/64-bit,us-west-1,0.0552,0.0401,2                                                   for a                 4h 48m                 burst,4.0,0
741,A1 Large,a1.large,AWS Graviton Processor,64-bit,us-west-1,0.0,0.0,2,4.0,0
742,High Storage Eight Extra Large,hs1.8xlarge,Intel Xeon E5-2650,64-bit,us-west-1,0.0,0.0,17,117.0,48000
743,U-18TB1 Metal,u-18tb1.metal,Intel Xeon Platinum 8280L (Cascade Lake),64-bit,us-west-1,0.0,0.0,448,18432.0,0
744,T3A Extra Large,t3a.xlarge,AMD EPYC 7571,64-bit,us-west-1,0.1786,0.1313,4                                                   for a                 9h 36m                 burst,16.0,0
745,T1 Micro,t1.micro,Variable,32/64-bit,us-west-1,0.025,0.017,1,0.613,0
746,R5DN Metal,r5dn.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,96,768.0,0
747,R5N Metal,r5n.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,us-west-1,0.0,0.0,96,768.0,0
748,U-6TB1 Metal,u-6tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,us-west-1,0.0,0.0,448,6144.0,0
749,U-24TB1 Metal,u-24tb1.metal,Intel Xeon Platinum 8280L (Cascade Lake),64-bit,us-west-1,0.0,0.0,448,24576.0,0
750,T3 Nano,t3.nano,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,us-west-1,0.0062,0.0046,2                                                   for a                 1h 12m                 burst,0.5,0
751,T2 Nano,t2.nano,Intel Xeon Family,32/64-bit,us-west-1,0.0069,0.005,1                                                   for a                 1h 12m                 burst,0.5,0
752,T3A Large,t3a.large,AMD EPYC 7571,64-bit,us-west-1,0.0893,0.0656,2                                                   for a                 7h 12m                 burst,8.0,0
753,U-9TB1 Metal,u-9tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,us-west-1,0.0,0.0,448,9216.0,0
754,U-12TB1 Metal,u-12tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,us-west-1,0.0,0.0,448,12288.0,0
755,C5 High-CPU Extra Large,c5d.xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.24,0.165,4,8.0,100
756,C5 High-CPU Metal,c5.metal,Intel Xeon Platinum 8275L,64-bit,us-west-1,5.088,3.484,96,192.0,0
757,C5 High-CPU 9xlarge,c5.9xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,1.908,1.306,36,72.0,0
758,M5 General Purpose 24xlarge,m5.24xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,5.376,4.029,96,384.0,0
759,M5 General Purpose 12xlarge,m5d.12xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,3.192,2.368,48,192.0,1800
760,C5 High-CPU Large,c5.large,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.106,0.073,2,4.0,0
761,C5N Large,c5n.large,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.135,0.092,2,5.25,0
762,C5 High-CPU 24xlarge,c5.24xlarge,Intel Xeon Platinum 8275L,64-bit,us-west-1,5.088,3.484,96,192.0,0
763,M5 General Purpose Double Extra Large,m5.2xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,0.448,0.336,8,32.0,0
764,C5 High-CPU 18xlarge,c5.18xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,3.816,2.613,72,144.0,0
765,C5 High-CPU 18xlarge,c5d.18xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,4.32,2.964,72,144.0,1800
766,C5N 18xlarge,c5n.18xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,4.86,3.327,72,192.0,0
767,M5 General Purpose Large,m5.large,Intel Xeon Platinum 8175,64-bit,us-west-1,0.112,0.084,2,8.0,0
768,C5 High-CPU Quadruple Extra Large,c5.4xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.848,0.581,16,32.0,0
769,M5 General Purpose 24xlarge,m5d.24xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,6.384,4.735,96,384.0,3600
770,M5 General Purpose Large,m5d.large,Intel Xeon Platinum 8175,64-bit,us-west-1,0.133,0.099,2,8.0,75
771,M5 General Purpose Double Extra Large,m5d.2xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,0.532,0.395,8,32.0,300
772,C5 High-CPU Large,c5d.large,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.12,0.082,2,4.0,50
773,C5 High-CPU 24xlarge,c5d.24xlarge,Intel Xeon Platinum 8275L,64-bit,us-west-1,5.76,3.952,96,192.0,3600
774,C5N Double Extra Large,c5n.2xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.54,0.37,8,21.0,0
775,M5 General Purpose Extra Large,m5d.xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,0.266,0.197,4,16.0,150
776,M5 General Purpose Metal,m5.metal,Intel Xeon Platinum 8175,64-bit,us-west-1,5.376,4.029,96,384.0,0
777,M5 General Purpose 12xlarge,m5.12xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,2.688,2.015,48,192.0,0
778,C5 High-CPU Quadruple Extra Large,c5d.4xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.96,0.659,16,32.0,400
779,C5N Extra Large,c5n.xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.27,0.185,4,10.5,0
780,P3DN 24xlarge,p3dn.24xlarge,Intel Xeon Platinum 8175 (Skylake),64-bit,us-west-1,0.0,0.0,96,768.0,1800
781,C5 High-CPU Metal,c5d.metal,Intel Xeon Platinum 8275L,64-bit,us-west-1,5.76,3.952,96,192.0,3600
782,M5 General Purpose 16xlarge,m5d.16xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,4.256,3.157,64,256.0,2400
783,C5 High-CPU Double Extra Large,c5.2xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.424,0.29,8,16.0,0
784,C5 High-CPU Double Extra Large,c5d.2xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.48,0.329,8,16.0,200
785,M5 General Purpose Extra Large,m5.xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,0.224,0.168,4,16.0,0
786,C5N 9xlarge,c5n.9xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,2.43,1.664,36,96.0,0
787,C5 High-CPU Extra Large,c5.xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,0.212,0.145,4,8.0,0
788,M5 General Purpose Quadruple Extra Large,m5d.4xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,1.064,0.789,16,64.0,600
789,M5 General Purpose Metal,m5d.metal,Intel Xeon Platinum 8175,64-bit,us-west-1,6.384,4.735,96,384.0,3600
790,M5 General Purpose Quadruple Extra Large,m5.4xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,0.896,0.672,16,64.0,0
791,C5 High-CPU 12xlarge,c5d.12xlarge,Intel Xeon Platinum 8275L,64-bit,us-west-1,2.88,1.976,48,96.0,1800
792,M5 General Purpose Eight Extra Large,m5d.8xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,2.128,1.578,32,128.0,1200
793,M5 General Purpose 16xlarge,m5.16xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,3.584,2.686,64,256.0,0
794,C5 High-CPU 9xlarge,c5d.9xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,2.16,1.482,36,72.0,900
795,C5 High-CPU 12xlarge,c5.12xlarge,Intel Xeon Platinum 8275L,64-bit,us-west-1,2.544,1.742,48,96.0,0
796,C5N Quadruple Extra Large,c5n.4xlarge,Intel Xeon Platinum 8124M,64-bit,us-west-1,1.08,0.739,16,42.0,0
797,M5 General Purpose Eight Extra Large,m5.8xlarge,Intel Xeon Platinum 8175,64-bit,us-west-1,1.792,1.343,32,128.0,0
798,M5DN Extra Large,m5dn.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-2,0.0,0.0,4,16.0,150
799,M5A Double Extra Large,m5a.2xlarge,AMD EPYC 7571,64-bit,ap-southeast-2,0.432,0.299,8,32.0,0
800,R5N 12xlarge,r5n.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-2,0.0,0.0,48,384.0,0
801,R5AD Extra Large,r5ad.xlarge,AMD EPYC 7571,64-bit,ap-southeast-2,0.318,0.201,4,32.0,150
802,R5N Extra Large,r5n.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-2,0.0,0.0,4,32.0,0
803,I3EN 12xlarge,i3en.12xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,6.504,4.448,48,384.0,30000
804,I3EN Metal,i3en.metal,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,13.008,8.895,96,768.0,60000
805,R5DN Extra Large,r5dn.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-2,0.0,0.0,4,32.0,150
806,I2 Extra Large,i2.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-2,1.018,0.61,4,30.5,800
807,M5N 16xlarge,m5n.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-2,0.0,0.0,64,256.0,0
808,T2 Micro,t2.micro,Intel Xeon Family,32/64-bit,ap-southeast-2,0.0146,0.0098,1                                                   for a                 2h 24m                 burst,1.0,0
809,D2 Eight Extra Large,d2.8xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,ap-southeast-2,6.96,4.104,36,244.0,48000
810,I3EN 3xlarge,i3en.3xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,1.626,1.112,12,96.0,7500
811,Z1D 3xlarge,z1d.3xlarge,Intel Xeon Platinum 8151,64-bit,ap-southeast-2,1.356,0.863,12,96.0,450
812,X1E 16xlarge,x1e.16xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-2,19.344,11.919,64,1952.0,1920
813,R5N 24xlarge,r5n.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-2,0.0,0.0,96,768.0,0
814,I2 Eight Extra Large,i2.8xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-2,8.14,4.88,32,244.0,6400
815,R5A Eight Extra Large,r5a.8xlarge,AMD EPYC 7571,64-bit,ap-southeast-2,2.176,1.375,32,256.0,0
816,A1 Metal,a1.metal,AWS Graviton Processor,64-bit,ap-southeast-2,0.533,0.338,16,32.0,0
817,I2 Double Extra Large,i2.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-2,2.035,1.22,8,61.0,1600
818,I3EN Double Extra Large,i3en.2xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,1.084,0.741,8,64.0,5000
819,M5A Extra Large,m5a.xlarge,AMD EPYC 7571,64-bit,ap-southeast-2,0.216,0.149,4,16.0,0
820,P3 Double Extra Large,p3.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-2,4.234,2.965,8,61.0,0
821,T2 Double Extra Large,t2.2xlarge,Intel Xeon Family,64-bit,ap-southeast-2,0.4672,0.314,8                                                   for a                 4h 4.8m                 burst,32.0,0
822,H1 Eight Extra Large,h1.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-2,0.0,0.0,32,128.0,8000
823,R5D 24xlarge,r5d.24xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,8.352,5.305,96,768.0,3600
824,I3EN 6xlarge,i3en.6xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,3.252,2.224,24,192.0,15000
825,R4 High-Memory Eight Extra Large,r4.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-2,2.5536,1.6128,32,244.0,0
826,T2 Large,t2.large,Intel Xeon Family,64-bit,ap-southeast-2,0.1168,0.0785,2                                                   for a                 7h 12m                 burst,8.0,0
827,X1 Extra High-Memory 16xlarge,x1.16xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-2,9.671,5.959,64,976.0,1920
828,M5A 16xlarge,m5a.16xlarge,AMD EPYC 7571,64-bit,ap-southeast-2,3.456,2.391,64,256.0,0
829,R5 Metal,r5.metal,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,7.248,4.566,96,768.0,0
830,R5A Large,r5a.large,AMD EPYC 7571,64-bit,ap-southeast-2,0.136,0.086,2,16.0,0
831,C3 High-CPU Large,c3.large,Intel Xeon E5-2680 v2 (Ivy Bridge),32/64-bit,ap-southeast-2,0.132,0.098,2,3.75,32
832,R5A 24xlarge,r5a.24xlarge,AMD EPYC 7571,64-bit,ap-southeast-2,6.528,4.126,96,768.0,0
833,G3 16xlarge,g3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-2,7.016,4.893,64,488.0,0
834,A1 Double Extra Large,a1.2xlarge,AWS Graviton Processor,64-bit,ap-southeast-2,0.2664,0.1688,8,16.0,0
835,C4 High-CPU Extra Large,c4.xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,ap-southeast-2,0.261,0.168,4,7.5,0
836,X1E Quadruple Extra Large,x1e.4xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-2,4.836,2.98,16,488.0,480
837,M5AD Extra Large,m5ad.xlarge,AMD EPYC 7571,64-bit,ap-southeast-2,0.26,0.179,4,16.0,150
838,I3EN 24xlarge,i3en.24xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,13.008,8.895,96,768.0,60000
839,M4 General Purpose Large,m4.large,Intel Xeon E5-2676 v3 (Haswell),64-bit,ap-southeast-2,0.125,0.084,2,8.0,0
840,H1 Quadruple Extra Large,h1.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-2,0.0,0.0,16,64.0,4000
841,X1E Extra Large,x1e.xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-2,1.209,0.745,4,122.0,120
842,G4DN Eight Extra Large,g4dn.8xlarge,Intel Xeon Family,64-bit,ap-southeast-2,2.83,1.783,32,128.0,900
843,R5N Large,r5n.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-2,0.0,0.0,2,16.0,0
844,R3 High-Memory Large,r3.large,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-2,0.2,0.149,2,15.25,32
845,R5N Double Extra Large,r5n.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-2,0.0,0.0,8,64.0,0
846,C4 High-CPU Large,c4.large,Intel Xeon E5-2666 v3 (Haswell),64-bit,ap-southeast-2,0.13,0.084,2,3.75,0
847,R5D Extra Large,r5d.xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,0.348,0.221,4,32.0,150
848,R5 Double Extra Large,r5.2xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-2,0.604,0.381,8,64.0,0
